10955	Pingente do Fogo+10	Não pode ser refinado ou negociado.
10956	Pingente do Gelo+10	Não pode ser refinado ou negociado.
10957	Pingente do Vento+10	Não pode ser refinado ou negociado.
10958	Pingente do Trovão+10	Não pode ser refinado ou negociado.
10959	Pingente da Terra+10	Não pode ser refinado ou negociado.
10960	Pingente das Trevas+10	Não pode ser refinado ou negociado.
50305	Manual de Mineração 2	Manual da Skill Mineração para jogadores com conhecimentos avançados em minerar.	
50306	Manual de Mineração 3	Manual da Skill Mineração para jogadores experientes em minerar.	
50307	Livro de Missões 1	Lendo o livro você recebe uma quest de nível Fácil. Se completá-la, pode ganhar boas recompensas.	
50308	Livro de Missões 2	Lendo o livro você recebe uma quest de nível Médio. Se completá-la, pode ganhar boas recompensas.	
50309	Livro de Missões 3	Lendo o livro você recebe uma quest de nível Difícil. Se completá-la, pode ganhar boas recompensas.	
50310	Livro de Missões 4	Lendo o livro você recebe uma quest de nível Expert. Se completá-la, pode ganhar boas recompensas.	
50311	Língua de Shinsu	Livro de estudo do idioma do reino Shinsu.	
50312	Língua de Chonjo	Livro de estudo do idioma do reino Chonjo.	
50313	Língua de Jinno	Livro de estudo do idioma do reino Jinno.	
50314	Livro de Polimorfia 1	Use para transformar, level 15+. Pode ser utilizado somente uma vez, aumenta a Liderança.	
50315	Livro de Polimorfia 2	Use para transformar, level 25+. Pode ser utilizado somente uma vez, aumenta a Liderança.	
50316	Livro de Polimorfia 3	Use para transformar, level 35+. Pode ser utilizado somente uma vez, aumenta a Liderança.	
50325	Livro da Precisão	Livro que contém o conhecimento para enfrentar o poder de Sung Mahi. | Aumenta a Precisão. | Ao ler, o item será consumido e desaparecerá. Apenas personagem com nível Conquistador consegue ler.	
50338	Proficiência (Iniciante)	Livro para iniciantes com estratégias para melhorar o bônus de líder de grupo | Livro usado para treinar Proficiência. | Ao ser lido, o livro desaparecerá.	
50339	Proficiência (Adepto)	Livro para adeptos com estratégias para melhorar o bônus de líder de grupo | Livro usado para treinar Proficiência. | Ao ser lido, o livro desaparecerá.	
50340	Proficiência (Avançado)	Livro para especialistas com estratégias para melhorar o bônus de líder de grupo | Livro usado para treinar Proficiência. | Ao ser lido, o livro desaparecerá.	
50341	Introspecção (Iniciante)	Livro para iniciantes com estratégias para melhorar os bônus de função de acordo com o nível da Liderança | Livro usado para treinar Introspecção. | Ao ser lido, o livro desaparecerá.	
50342	Introspecção (Adepto)	Livro para adeptos com estratégias para melhorar os bônus de função de acordo com o nível da Liderança | Livro usado para treinar Introspecção. | Ao ser lido, o livro desaparecerá.	
50343	Introspecção (Avançado)	Livro para especialistas com estratégias para melhorar os bônus de função de acordo com o nível da Liderança | Livro usado para treinar Introspecção. | Ao ser lido, o livro desaparecerá.	
50401	Tomo Sequencia de Golpes	Aumenta o nível da Skill Sequencia de Golpes a partir do nível Master.	
50402	Tomo Vórtice	Aumenta o nível da Skill Vórtice a partir do nível Master.	
50403	Tomo Fúria	Aumenta o nível da Skill Fúria a partir do nível Master.	
50404	Tomo Lâmina Espiritual	Aumenta o nível da Skill Lâmina Espiritual a partir do nível Master.	
50405	Tomo Ataque de Terror	Aumenta o nível da Skill Ataque de Terror a partir do nível Master.	
50416	Tomo Investida Rápida	Aumenta o nível da Skill Investida Rápida a partir do nível Master.	
50417	Tomo Impacto Terrestre	Aumenta o nível da Skill Impacto Terrestre a partir do nível Master.	
50418	Tomo Tremor	Aumenta o nível da Skill Tremor a partir do nível Master.	
50419	Tomo Defesa Superior	Aumenta o nível da Skill Defesa Superior a partir do nível Master.	
50420	Tomo Disparo de Energia	Aumenta o nível da Skill Disparo de Energia a partir do nível Master.	
50431	Tomo Sombra Fantasma	Aumenta o nível da Skill Sombra Fantasma a partir do nível Master.	
50432	Tomo Ataque Ligeiro	Aumenta o nível da Skill Ataque Ligeiro a partir do nível Master.	
50433	Tomo Fuga	Aumenta o nível da Skill Fuga a partir do nível Master.	
50434	Tomo Ataque Sombrio	Aumenta o nível da Skill Ataque Sombrio a partir do nível Master.	
50435	Tomo Víbora Venenosa	Aumenta o nível da Skill Vibora Venenosa a partir do nível Master.	
50446	Tomo Aniquilação	Aumenta o nível da Skill Aniquilação a partir do nível Master.	
50447	Tomo Tiro Múltiplo	Aumenta o nível da Skill Tiro Múltiplo a partir do nível Master.	
50448	Tomo Flecha Flamejante	Aumenta o nível da Skill Flecha Flamejante a partir do nível Master.	
50449	Tomo Rapidez	Aumenta o nível da Skill Rapidez a partir do nível Master.	
50450	Tomo Veneno da Serpente	Aumenta o nível da Skill Veneno de Serpente a partir do nível Master.	
50461	Tomo Ruptura Demoníaca	Aumenta o nível da Skill Ruptura Demoníaca a partir do nível Master.	
50462	Tomo Ciclone Negro	Aumenta o nível da Skill Ciclone Negro a partir do nível Master.	
50463	Tomo Lâmina das Sombras	Aumenta o nível da Skill Lâmina das Sombras a partir do nível Master.	
50464	Tomo Terror	Aumenta o nível da Skill Terror a partir do nível Master.	
50465	Tomo Escudo Afônico	Aumenta o nível da Skill Escudo Afônico a partir do nível Master.	
50466	Tomo Dissipação Magica	Aumenta o nível da Skill Dissipação Magica a partir do nível Master.	
50476	Tomo Espíritos Malignos	Aumenta o nível da Skill Espíritos Malignos a partir do nível Master.	
50477	Tomo Pulso Mortal	Aumenta o nível da Skill Pulso Mortal a partir do nível Master.	
50478	Tomo Ritual da Perdição	Aumenta o nível da Skill Ritual da Perdição a partir do nível Master.	
50479	Tomo Proteção d'Sombra	Aumenta o nível da Skill Proteção da Sombra a partir do nível Master.	
50480	Tomo Confusão Leve	Aumenta o nível da Skill Confusão Leve a partir do nível Master.	
50481	Tomo Espiral Mortal	Aumenta o nível da Skill Espiral Mortal a partir do nível Master.	
50491	Tomo Tormenta do Trovão	Aumenta o nível da Skill Tormenta do Trovão a partir do nível Master.	
50492	Tomo Vácuo do Dragão	Aumenta o nível da Skill Vácuo do Dragão a partir do nível Master.	
50493	Tomo Rugido do Dragão	Aumenta o nível da Skill Rugido do Dragão a partir do nível Master.	
50494	Tomo Armadura do Dragão	Aumenta o nível da Skill Armadura do Dragão a partir do nível Master.	
50495	Tomo Fogo Reverso	Aumenta o nível da Skill Fogo Reverso a partir do nível Master.	
50496	Tomo Dano Encantado	Aumenta o nível da Skill Dano Encantado a partir do nível Master.	
50506	Tomo Lança Espiritual	Aumenta o nível da Skill Lança Espiritual a partir do nível Master.	
50507	Tomo Campo Estático	Aumenta o nível da Skill Campo Estático a partir do nível Master.	
50508	Tomo Relâmpagos	Aumenta o nível da Skill Relâmpagos a partir do nível Master.	
50509	Tomo Graça Natural	Aumenta o nível da Skill Graça Natural a partir do nível Master.	
50510	Tomo Vôo No Vento	Aumenta o nível da Skill Vôo no Vento a partir do nível Master.	
50511	Tomo Encantos Naturais	Aumenta o nível da Skill Encantos Naturais a partir do nível Master.	
50512	Pedra Arco-Íris	Pode aumentar o level de sua Skill após a utilização.	
50513	Pedra Espiritual	Pode aumentar o level de sua Skill após a utilização.	
50600	Guia de Mineração	Pode aumentar 1 ponto em sua Skill de Mineração.	
50601	Minério de Diamante	Pode ser transformado em gema de Diamante através do Alquimista de alguma Guilda.	
50602	Minério de Âmbar	Pode ser transformado em gema de Âmbar através do Alquimista de alguma Guilda.	
50603	Minério de Fóssil	Pode ser transformado em gema de Fóssil através do Alquimista de alguma Guilda.	
50604	Minério de Cobre	Pode ser transformado em gema de Cobre através do Alquimista de alguma Guilda.	
50605	Minério de Prata	Pode ser transformado em gema de Prata através do Alquimista de alguma Guilda.	
50606	Minério de Ouro	Pode ser transformado em gema de Ouro através do Alquimista de alguma Guilda.	
50607	Minério de Jade	Pode ser transformado em gema de Jade através do Alquimista de alguma Guilda.	
50608	Minério de Ébano	Pode ser transformado em gema de Ébano através do Alquimista de alguma Guilda.	
50609	Pedaço de Pérola	Pode ser transformado em gema de Pérola através do Alquimista de alguma Guilda.	
50610	Minério de Ouro Branco	Pode ser transformado em gema de Ouro Branco através do Alquimista de alguma Guilda.	
50611	Minério de Cristal	Pode ser transformado em gema de Cristal através do Alquimista de alguma Guilda.	
50612	Minério de Ametista	Pode ser transformado em gema de Ametista através do Alquimista de alguma Guilda.	
50613	Minério de Ágata	Pode ser transformado em gema de Ágata através do Alquimista de alguma Guilda.	
50621	Diamante	Usado para criar um Slot para outras Gemas em acessórios.	
50622	Âmbar	Aumenta a eficácia das Gemas.	
50623	Fóssil	Pode ser utilizado em acessórios de Madeira	
50624	Cobre	Pode ser utilizado em acessórios de Cobre.	
50625	Prata	Pode ser utilizado em acessórios de Prata.	
50626	Ouro	Pode ser utilizado em acessórios de Ouro.	
50627	Jade	Pode ser utilizado em acessórios de Jade.	
50628	Ébano	Pode ser utilizado em acessórios de Ébano.	
50629	Pérola	Pode ser utilizado em acessórios de Pérola.	
50630	Ouro Branco	Pode ser utilizado em acessórios de Ouro Branco.	
50631	Cristal	Pode ser utilizado em acessórios de Cristal.	
50632	Ametista	Pode ser utilizado em acessórios de Ametista.	
50633	Ágata	Pode ser utilizado em acessórios de Ágata.	
50634	Cristal Negro	Um cristal tão puro quanto a alma. Pode ser usado na criação de acessórios.	
50635	Rubi	Pedra preciosa vermelha com um acabamento único. Pode ser transformado em uma valiosa peça de joalheria.	
50636	Granada	Pedra preciosa laranja com um acabamento único. Pode ser transformado em uma valiosa peça de joalheria.	
50637	Esmeralda	Pedra preciosa verde com um acabamento único. Pode ser transformado em uma valiosa peça de joalheria.	
50638	Safira	Pedra preciosa azul com um acabamento único. Pode ser transformado em uma valiosa peça de joalheria.	
50639	Turmalina	Esta pedra preciosa mágica brilha com todas as cores do arco-íris. Pode ser usado na criação de acessórios.	
50640	Minério de Platina	Item de Missão. Sem valor comercial.	
50641	Minério de Citrino	Pode ser refinado em Citrino através da Fornalha de Citrino de guilda. 	
50642	Minério de Ágata Negra	Pode ser refinado em Ágata Negra através da Fornalha de Ágata Negra de guilda. 	
50643	Minério de Quartzo Fumê	Pode ser refinado em Quartzo Fumê através da Fornalha de Quartzo Fumê de guilda. 	
50644	Minério de Platina	Pode ser refinado em Platina através da Fornalha de Platina de guilda. 	
50661	Citrino	Mineral precioso com uma luz dourada. | Usado na manufaturação de acessórios de Citrino. Também pode ser anexado em um acessório de Citrino.	
50662	Ágata Negra	Mineral afetado por Metins. | Usado na manufaturação de acessórios de Ágata Negra. Também pode ser anexado em um acessório de Ágata Negra.	
50663	Quartzo Fumê	Mineral afetado por boas Metins. | Usado na manufaturação de acessórios de Quartzo Fumê. Também pode ser anexado em um acessório de Quartzo Fumê.	
50664	Platina	Metal poderoso. | Usado na manufaturação de acessórios de Platina. Também pode ser anexado em um acessório de Platina.	
50733	Erva de Fogo	Erva que nasceu do poder Sung Mahi. | Usado para produzir Elixir de Fogo.	
50734	Erva de Gelo	Erva que nasceu do poder Sung Mahi. | Usado para produzir Elixir de Gelo.	
50735	Erva do Relâmpago	Erva que nasceu do poder Sung Mahi. | Usado para produzir Elixir de Relâmpago.	
50736	Erva do Vento	Erva que nasceu do poder Sung Mahi. | Usado para produzir Elixir de Vento.	
50737	Erva da Terra	Erva que nasceu do poder Sung Mahi. | Usado para produzir Elixir de Terra.	
50738	Erva das Trevas	Erva que nasceu do poder Sung Mahi. | Usado para produzir Elixir de Trevas.	
50739	Elixir da Força Vazio	Garrafa vazia usada para produzir elixires elementais.	
50740	Elixir da Defesa Vazio	Garrafa vazia usada para produzir elixires elementais.	
50741	Erva Dourada	Ingrediente usado para produzir um elixir de alta qualidade.	
50813	Poção Whar	Ataque perfurante +10% | Duração: 3 minutos	
50814	Poção Pidok	Ataque critico +10% | Duração: 3 minutos	
50827	Poção Perfurar Bloqueio	Auxílio para a batalha. | Cada poção oferece um efeito diferente.	
50920	yutnori gold		
50921	yutnori silver		
50922	yutnori bronze		
50923	Bétula de Schmidt(Ouro)	Receberá 5 Yutnori Pan ao abrir. |	Este item não estará mais disponível quando o evento for encerrado e não poderá ser usado após o término do evento.
50924	Bétula de Schmidt(Prata)	Receberá 1 Yutnori Pan ao abrir. |	Este item não estará mais disponível quando o evento for encerrado e não poderá ser usado após o término do evento.
50925	Bétula de Schmidt(Bron.)	Receberá 7 Bétula de Schmidt ao abrir. |	Este item não estará mais disponível quando o evento for encerrado e não poderá ser usado após o término do evento.
50926	Gema Bruta	Colete Gemas Brutas para o Mercador de Gemas lapidá-las em valiosas Gayas.	
50931	Cartas K (Ouro)	Receberá 5 Deck K e 20 Carta K ao abrir. |	Este item não estará mais disponível quando o evento for encerrado e não poderá ser usado após o término do evento.
50932	Cartas K (Prata)	Receberá 1 Deck K e 2 Carta K ao abrir. |	Este item não estará mais disponível quando o evento for encerrado e não poderá ser usado após o término do evento.
50933	Cartas K (Bronze)	Receberá 7 Carta K ao abrir. |	Este item não estará mais disponível quando o evento for encerrado e não poderá ser usado após o término do evento.
50935	Conversor de Gaya	Ao arrastar e soltar em cima de 10 Gemas Brutas, receberá 1 Gaya com 100% de chance | É possível receber até 20 Gayas | ao consumir 200 Gemas Brutas.	Para usar 1 Conversor de Gaya, é necessário consumir 10 Gemas Brutas. | Ao usar 1 Conversor de Gaya, 15000 gold serão consumidos.
50938	Cartas de Tarô (Ouro)		
50939	Cartas de Tarô (Prata)		
50940	Cartas de Tarô (Bronze)		
51001	Artefato de Vitalidade	Infundido com itens mágicos adquiridos em rochas trituradas	
51002	Energético	Artefato de Vitalidade quimicamente destilado.	
51215	Tesouro de Jack	Travessuras ou gostosuras? Abra e descubra!	
52066	Rena Pai Obediente		
52067	Rena Pai Obediente		
52068	Rena Pai Obediente		
52069	Rena Pai Obediente		
52070	Rena Pai Obediente		
52071	Rena Pai Treinado		
52072	Rena Pai Treinado		
52073	Rena Pai Treinado		
52074	Rena Pai Treinado		
52075	Rena Pai Treinado		
52081	Rena Mãe Obediente		
52082	Rena Mãe Obediente		
52083	Rena Mãe Obediente		
52084	Rena Mãe Obediente		
52085	Rena Mãe Obediente		
52086	Rena Mãe Treinada		
52087	Rena Mãe Treinada		
52088	Rena Mãe Treinada		
52089	Rena Mãe Treinada		
52090	Rena Mãe Treinada		
53002	Rena Treinada	A Rena Bebê foi treinada exclusivamente para encontrar meias fedorentas! Eca!~	
53236	Ursinho Sonho+	Invoca seu Ursinho Sonho+. | Fornece +15% dano contra monstros e +1500 HP máximo. | Ao usar em conjunto com o Amuleto de Chocolate, receberá bônus adicional de +50% experiência.	
53237	Ursinha Coração+	Invoca sua Ursinha Coração+. | Fornece +5% chance de ataque crítico e +1500 HP máximo. | Ao usar em conjunto com o Amuleto de Chocolate, receberá bônus adicional de +50% experiência.	
53238	Ursinho Sonho	Invoca seu Ursinho Sonho. | Ao usar em conjunto com o Amuleto de Chocolate, receberá bônus adicional de +20% experiência.	
53239	Ursinha Coração	Invoca sua Ursinha Coração. | Ao usar em conjunto com o Amuleto de Chocolate, receberá bônus adicional de +20% experiência.	
53242	Deka	Um selo para chamar o fofíssimo Deka! |  CRÍTICO+5% | MAX HP +1500	
53243	Deka	Um selo para chamar o fofíssimo Deka!	
53253	Pequeno Espírito	HP +1500, Critítico +5%	
53254	Pequeno Fantasma	HP +1500, Perfurante +5%	
53255	Pequeno Espírito		
53257	Pequeno Vigia Idall	HP +2000 | Dano contra monstros +20%	
53260	Barao Pinguim (Selo)	Critítico +5%, Chance de Atordoar+5%	
53261	Lorde Pinguim (Selo)	Perfurante +5%, Chance de Atordoar +5%	+10% movimento | +5% Ataque físico | +10% Experiência | (30 minutos)
53265	Astrabell		HP Máximo +1500, Dano contra monstros +15%
53266	Helexna		HP Máximo +1500, Dano contra monstros +15%
53268	Zabivaka1		HP Máximo +1500, +15% Ataque físico
53269	Zabivaka2		HP Máximo +1500, +15% Ataque físico
53270	Zabivaka(Sem Bônus)		
53271	Pavão Índigo		
53272	Pavão Coral		
53273	Pavão Bebê		
53282	Ajna Flamejante		Dano contra monstros +15% | HP máximo +1500
53283	Ajna Glacial		Dano contra monstros +15% | HP máximo +1500
53284	Ajna (sem add)		
53285	Gnomo Rúbeo		Ataque Crítico +5% | HP Máximo +1500
53286	Gnomo Claus		Ataque Perfurante +5% | HP Máximo +1500
53287	Gnomoel		
53290	Espírito do Fogo		Resistência contra fogo +10% | Dano contra fogo +5%
53291	Espírito do Gelo		Resistência contra gelo +10% | Dano contra gelo +5%
53292	Espírito do Relâmpago		Resistência contra relâmpago +10% | Dano contra relâmpago +5%
53293	Espírito do Vento		Resistência contra vento +10% | Dano contra vento +5%
53294	Espírito da Terra		Resistência contra terra +10% | Dano contra terra +5%
