AFF_LOVE_POINT	Pontos de Amor: %d%%
GUILD_WAR_TYPE_TIGER	Aniquilação	
GUILD_BANK_INFO	Checar informação	
GUILD_BANKINFO_CLOSE	Fechar	
GUILD_BANK_CLOSE	Fechar	
GUILD_BOARD_ID	ID	
GUILD_BOARD_TEXT	Texto	
GUILD_MEMBER_NAME	ID do Membro	
GUILD_MEMBER_RANK	Posição	
GUILD_MEMBER_JOB	Classe	
GUILD_MEMBER_LEVEL	Nível	
GUILD_MEMBER_SPECIFIC_GRAVITY	Contribuição	
GUILD_MEMBER_KNIGHT	Cavaleiro	
GUILD_BANKINFO_NAME	Nome	
GUILD_BANKINFO_TYPE	Item ou Gold
GUILD_BANKINFO_USETYPE	Ação	
GUILD_BUILDING_FIX_DELETE	Excluir esse objeto?	
GUILD_BUILDING_FIX_CHANGE	Trocar posição?	
GUILD_BUILDING_FIX_NEED_BUILDING	Primeiro, construa algum prédio.	
GAME_GUILDWAR_NOW_JOIN	Quer se juntar agora?	
GUILDWINDOW_CHANGE_OBJECT	Mudar objeto
GUILD_BUILDING_FIX_CHANGE_GOLD	Será usado 1,000,000 de gold da Guilda
GUILDWINDOW_CREATE_OBJECT	Criar objeto
GUILDWINDOW_SP_RECOVER	Recuperação de SP
GUILDWINDOW_BUY_GUILD_LAND	Comprar terreno
GUILDWINDOW_CHANGE_SMELTER	Mudar Fornalha
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Melhorar Altar
GUILDWINDOW_UPGRADE_GUILDBANK	Melhorar Banco
GUILDWINDOW_DEAL_GUILD_LAND	Negociar Terreno
DETAILS_1	Bônus Humanóides
DETAILS_2	Resistir Humanóides
DETAILS_3	Bônus Orcs
DETAILS_4	Bônus Mortos-Vivos
DETAILS_5	Bônus Monstros
DETAILS_6	Bônus Zodiacais
DETAILS_7	Bônus Animais
DETAILS_8	Bônus Fanáticos
DETAILS_9	Bônus Demônios
DETAILS_10	Bônus Desérticos
DETAILS_11	Bônus Insetos
DETAILS_12	Ataque
DETAILS_13	Defesa
DETAILS_14	Dano
DETAILS_15	Resistencia a Dano Básico
DETAILS_16	Dano de Skill
DETAILS_17	Resistência a Skill
DETAILS_18	Ataque Físico/Mágico
DETAILS_19	Ataque Mágico
DETAILS_20	Crítico
DETAILS_21	Perfurante
DETAILS_22	Resistir Crítico
DETAILS_23	Resistir Penetração
DETAILS_24	Resistir Relâmpago
DETAILS_25	Resistir Gelo
DETAILS_26	Resistir Trevas
DETAILS_27	Resistir Fogo
DETAILS_28	Resistir Vento
DETAILS_29	Resistir Terra
DETAILS_30	Bônus Relâmpago	
DETAILS_31	Bônus Gelo	
DETAILS_32	Bônus Trevas	
DETAILS_33	Bônus Fogo	
DETAILS_34	Bônus Vento	
DETAILS_35	Bônus Terra	
DETAILS_36	Bônus Guerreiro
DETAILS_37	Bônus Ninja
DETAILS_38	Bônus Shura
DETAILS_39	Bônus Shaman
DETAILS_40	Bônus Lycan
DETAILS_41	Resistir Guerreiros
DETAILS_42	Resistir Ninjas
DETAILS_43	Resistir Shuras
DETAILS_44	Resistir Shamans
DETAILS_45	Resistir Lycans
DETAILS_46	Resistir Espadas
DETAILS_47	Resistir Espadas 2 mãos
DETAILS_48	Resistir Adagas
DETAILS_49	Resistir Garras
DETAILS_50	Resistir Sinos
DETAILS_51	Resistir Leques
DETAILS_52	Resistir Flechas
DETAILS_53	Atordoar
DETAILS_54	Lentidão
DETAILS_55	Envenenar
DETAILS_56	Resistir Veneno
DETAILS_57	Sangramento
DETAILS_58	Resistir Sagramento
DETAILS_59	Absorver HP
DETAILS_60	Absorver MP
DETAILS_61	Regeneração HP
DETAILS_62	Regeneração MP
DETAILS_63	Bloquear Ataque Físico
DETAILS_64	Esquivar de Flechas
DETAILS_65	Refletir Dano
DETAILS_66	Restaurar HP
DETAILS_67	Restaurar MP
DETAILS_68	Bônus EXP
DETAILS_69	Bônus GOLD
DETAILS_70	Bônus DROP
DETAILS_71	Ataque ao usar
DETAILS_72	Defesa ao usar
DETAILS_73	EXP ao usar
DETAILS_74	Drop ao usar
DETAILS_75	Gold ao usar
DETAILS_76	Resistir Magia
DETAILS_77	Penetração Mágica
DETAILS_78	Resistir Monstros
DETAILS_79	Ataque Mágico Adicional
DETAILS_TOOLTIP_1	Aumenta o dano a monstros tipo Humano
DETAILS_TOOLTIP_2	Diminui o dano de monstros tipo Humano
DETAILS_TOOLTIP_3	Aumenta o dano a monstros tipo Orcs
DETAILS_TOOLTIP_4	Aumenta o dano a monstros tipo Mortos-Vivos
DETAILS_TOOLTIP_5	Aumenta o dano a todos os tipos de Monstros
DETAILS_TOOLTIP_6	Aumenta o dano a monstros tipo Zodiacal
DETAILS_TOOLTIP_7	Aumenta o dano a monstros do tipo Animal
DETAILS_TOOLTIP_8	Aumenta o dano a monstros do tipo Fanáticos
DETAILS_TOOLTIP_9	Aumenta o dano a monstros do tipo Demônios
DETAILS_TOOLTIP_10	Aumenta o dano a monstros do tipo Desértico
DETAILS_TOOLTIP_11	Aumenta o dano a monstros do tipo Inseto
DETAILS_TOOLTIP_12	Aumenta o valor de ataque do personagem
DETAILS_TOOLTIP_13	Aumenta o valor de defesa do personagem
DETAILS_TOOLTIP_14	Aumenta o valor do dano do ataque básico
DETAILS_TOOLTIP_15	Aumenta a resistência a danos físicos
DETAILS_TOOLTIP_16	Aumenta o valor de dano das suas Skills
DETAILS_TOOLTIP_17	Aumenta a resistência a danos de Skills
DETAILS_TOOLTIP_18	Aumenta o valor de ataque físico e mágico
DETAILS_TOOLTIP_19	Aumenta o valor de ataque mágico do personagem
DETAILS_TOOLTIP_20	Aumenta a chance de um ataque ser crítico
DETAILS_TOOLTIP_21	Aumenta a chance de um ataque ser perfurante
DETAILS_TOOLTIP_22	Diminui a chance de receber um ataque crítico
DETAILS_TOOLTIP_23	Diminui a chance de receber um ataque perfurante
DETAILS_TOOLTIP_24	Diminui os danos de ataques com propriedade Relâmpago
DETAILS_TOOLTIP_25	Diminui os danos de ataques com propriedade Gelo
DETAILS_TOOLTIP_26	Diminui os danos de ataques com propriedade Trevas
DETAILS_TOOLTIP_27	Diminui os danos de ataques com propriedade Fogo
DETAILS_TOOLTIP_28	Diminui os danos de ataques com propriedade Vento
DETAILS_TOOLTIP_29	Diminui os danos de ataques com propriedade Terra
DETAILS_TOOLTIP_30	Aumenta todo o dano causado ao elemento Relâmpago
DETAILS_TOOLTIP_31	Aumenta todo o dano causado ao elemento Gelo
DETAILS_TOOLTIP_32	Aumenta todo o dano causado ao elemento Trevas
DETAILS_TOOLTIP_33	Aumenta todo o dano causado ao elemento Fogo
DETAILS_TOOLTIP_34	Aumenta todo o dano causado ao elemento Vento
DETAILS_TOOLTIP_35	Aumenta todo o dano causado ao elemento Terra
DETAILS_TOOLTIP_36	Aumenta todo o dano causado a classe Guerreiro
DETAILS_TOOLTIP_37	Aumenta todo o dano causado a classe Ninja
DETAILS_TOOLTIP_38	Aumenta todo o dano causado a classe Shura
DETAILS_TOOLTIP_39	Aumenta todo o dano causado a classe Shaman
DETAILS_TOOLTIP_40	Aumenta todo o dano causado a classe Lycan
DETAILS_TOOLTIP_41	Diminui todos os tipos de dano provenientes da classe Guerreiro
DETAILS_TOOLTIP_42	Diminui todos os tipos de dano provenientes da classe Ninja
DETAILS_TOOLTIP_43	Diminui todos os tipos de dano provenientes da classe Shura
DETAILS_TOOLTIP_44	Diminui todos os tipos de dano provenientes da classe Shaman
DETAILS_TOOLTIP_45	Diminui todos os tipos de dano provenientes da classe Lycan
DETAILS_TOOLTIP_46	Diminui o dano recebido de armas do tipo Espadas
DETAILS_TOOLTIP_47	Diminui o dano recebido de armas do tipo Espadas 2 mãos
DETAILS_TOOLTIP_48	Diminui o dano recebido de armas do tipo Adagas
DETAILS_TOOLTIP_49	Diminui o dano recebido de armas do tipo Garras
DETAILS_TOOLTIP_50	Diminui o dano recebido de armas do tipo Sinos
DETAILS_TOOLTIP_51	Diminui o dano recebido de armas do tipo Leques
DETAILS_TOOLTIP_52	Diminui o dano recebido de armas do tipo Flechas
DETAILS_TOOLTIP_53	Aumenta sua chance de atordoar um inimigo
DETAILS_TOOLTIP_54	Aumenta sua chance de diminuir a velocidade de um inimigo
DETAILS_TOOLTIP_55	Aumenta sua chance de envenenar um inimigo
DETAILS_TOOLTIP_56	Diminui as chances de ser afetado por veneno
DETAILS_TOOLTIP_57	Aumenta sua chance de causa sangramento a um inimigo
DETAILS_TOOLTIP_58	Diminui as chances de ser afetado por sangramento
DETAILS_TOOLTIP_59	Concede a chance de absorver HP de um inimigo
DETAILS_TOOLTIP_60	Concede a chance de absorver MP de um inimigo
DETAILS_TOOLTIP_61	Aumenta sua regeneração natural de HP
DETAILS_TOOLTIP_62	Aumenta sua regeneração natural de MP
DETAILS_TOOLTIP_63	Concede a chance de bloquear parte do ataque físico recebido.
DETAILS_TOOLTIP_64	Concede a chance de ignorar o dano de flechas 
DETAILS_TOOLTIP_65	Concede a chance de refletir parte do dano recebido
DETAILS_TOOLTIP_66	Concede a chance de restaurar seu HP ao derrotar um inimigo
DETAILS_TOOLTIP_67	Concede a chance de restaurar seu HP ao derrotar um inimigo
DETAILS_TOOLTIP_68	Aumenta a EXP recebida de monstros
DETAILS_TOOLTIP_69	Aumenta o Gold derrubado por monstros
DETAILS_TOOLTIP_70	Aumenta a chance de obter itens de monstros
DETAILS_TOOLTIP_71	Aumenta o seu ataque ao utilizar itens do item Mall
DETAILS_TOOLTIP_72	Aumenta o sua defesa ao utilizar itens do item Mall
DETAILS_TOOLTIP_73	Aumenta a EXP recebida ao adquirir bônus no Item Mall
DETAILS_TOOLTIP_74	Aumenta o Drop recebido ao adquirir bônus no Item Mall
DETAILS_TOOLTIP_75	Aumenta o Gold recebido ao adquirir bônus no Item Mall
DETAILS_TOOLTIP_76	Diminui o dano recebido de todos os ataques do tipo mágico
DETAILS_TOOLTIP_77	Ultrapassa parte da Resistência a Magia do alvo
DETAILS_TOOLTIP_78	Reduz o dano recebido por monstros.
DETAILS_TOOLTIP_79	Aumenta o poder de ataque mágico adicional
DETAILS_TITLE	Detalhes de Personagem
DETAILS_CATE_1	Dano e Resistência
DETAILS_CATE_2	Elemental
DETAILS_CATE_3	Classe
DETAILS_CATE_4	Armas
DETAILS_CATE_5	Outros
DETAILS_CATE_6	Bônus
TARGET_TOOLTIP_ATTACK_COUNT	Contagem de Golpes: %d
TOOLTIP_APPLY_RESIST_HUMAN	Resistência Humanóides +%d%%	SA
CHANGE_LOOK_INSERT_ITEM	<Transformação de itens> Você tem que registrar o item primeiro.
CHANGE_LOOK_CHANGE_ITEM	<Transformação de itens> Você vai transformar esse item?
CHANGE_LOOK_DO_NOT_CHANGE_LOOK_ITEM	<Transformação de itens> Este item é não pode ser transformado.
CHANGE_LOOK_INSERT_CHANGE_LOOK_ITEM	<Transformação de itens> Registe o item que pretende transformar.
CHANGE_LOOK_DO_NOT_REGISTER_ITEM	<Transformação de itens> Você não pode registrar este item.
CHANGE_LOOK_DO_NOT_EQUIP_ITEM	<Transformação de itens> Você não pode transformar este item enquanto você o equipar.
CHANGE_LOOK_DO_NOT_SEAL_ITEM	<Transformação de itens> O item está bloqueado.
CHANGE_LOOK_CHECK_OUT_REGISTER_ITEM	<Transformação de itens> remova o registro do item primeiro.
CHANGE_LOOK_DEL_ITEM	<Transformação de itens> O item que será absorvido será excluído.
CHANGE_LOOK_OPEN_OTHER_WINDOW	<Transformação de itens> Não é possível fazer essa ação quando a janela Transformação de item está aberta.
CHANGE_LOOK_COST	Preço:%s Gold
CHANGE_LOOK_TITLE	Transformação
CHANGE_ALREADY_REGISTER	<Transformação de itens> Este item já foi registrado.
CHANGE_TOOLTIP_TITLE	Descrição do Sistema de Transformação
CHANGE_TOOLTIP_LINE1	Coloque um item para transformar no slot esquerdo.
CHANGE_TOOLTIP_LINE2	Coloque um item de material no slot direito.
CHANGE_TOOLTIP_LINE3	Se você clicar em Transformar [V], seu gold será reduzido. 
CHANGE_TOOLTIP_LINE4	E a aparência do item no slot esquerdo será alterada.
CHANGE_TOOLTIP_LINE5	Ao usar um Ticket de Transformação, você pode alterar
CHANGE_TOOLTIP_LINE6	a aparência de seu item sem o consumo de Gold.
TENTH_COIN	Moedas de Aniversário
SHOP_NOT_ENOUGH_10TH_COIN	Você não possui moedas o suficiente.
TENTH_EVENT_ASK_EXCHANGE	Você usará %d Bandeiras de Festa. Você quer continuar?
TOOLTIP_AFFECT_POLYMORPH	Polimorfia	SNA
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Soro da Persuasão	SNA
MC_ALTER_TEXT	%d Estágio da Missão	
MC_CARD_SHUFFLE	Você quer usar o intem de reinício?	
MC_MISSION_INIT	Você quer resetar a missão? O Estágio voltará para 1.	
MC_REWARD_MISSION	Você quer receber a recompensa?	
MC_INIT_ITEM_FALL_SHORT	Você precisa de %d itens de reinício, tente novamente.	
MC_REWARD_FAIL	Você não tem espaço no investário. 	
MC_SHUFFLE_NO_ITEM	Você não possui o item de reinício.	
MC_MISSION_NO_CLEAR	Você precisa matar os montros primeiro.	
MC_MISSION_FAIL_MSG	Você ainda não iniciou a missão, ou excedeu o limite.	
MC_QUESTION_BUTTON_DESC1	Você pode reiníciar até 6 vezes em 24 horas	
MC_QUESTION_BUTTON_DESC2	Você precisa de mais itens para reiníciar a contagem.	
MC_QUESTION_BUTTON_DESC3	Clique se quiser ver a duração restante.	
MC_ACCUMULATION_COUNT	Quantidade de registros: %d	
MC_USE_ITEM_QUESTION	Você quer registrar?	
MC_USE_ITEM_FAIL	Você não pode registrar;	
MC_MOTION_BUTTON_OVER_MSG	Essa função está disponível no nível 2.	
MC_POLY_BUTTON_OVER_MSG	Essa função está disponível no nível 3.	
MC_WARP_BUTTON_OVER_MSG	Essa função está disponível no nível 4.	
MC_PROMOTION_QUESTION	Deseja promover a carta ao consumir a carta registrada?	
MC_CARD_FALL_SHORT	A Carta registrada não é o suficiente. 	
MC_PROMOTION_MAX	Você não pode promover novamente	
MC_TRADE_QUESTION	%d A carta registrada será consumida quando você a trocar.	
MC_POLY_FAIL	Você não pode se transformar agora.	
MC_POLY_QUESTION	Você quer se transformar neste monstro?	
MC_TIME	Duração : %s	
MC_WARP_QUESTION	Você quer se teletransportar para este monstro?	
MC_WARP_FAIL	Você não pode se teletransportar mais.	
MC_WARP_LIMIT_LEVEL	Você não tem nível suficiente para se teletransportar.	
TOOLTIP_BATTLE_POTION	Buff de Batalha	SNA
SHOP_NOT_ENOUGH_BATTLE_POINT	Você não tem Pontos de Batalha Suficientes.	
BATTLE_POINT	Pontos de Batalha	
TOOLTIP_AFFECT_POLYMORPH	Poliformia	SNA
SHOP_MY_BATTLE_POINT	Pontos de Batalha: %d	
SHOP_LIMIT_TODAY	Limite Diário: %d / %d	
SHOP_EXCEED_LIMIT_TODAY	Você excedeu o limite de uso.	
FLOWER_EVENT_USE_ITEM_TEXT1	Você quer se livrar do buff existente
FLOWER_EVENT_USE_ITEM_TEXT2	e aplicar um novo buff?
MINI_GAME_YUTNORI_START_QUESTION	%d Gold e %d Yutnori Pan serão consumidos para invocar uma alma, você quer continuar?
MINI_GAME_GIVEUP_QUESTION	Você não receberá recompensas e será amaldiçoado se sair. Você quer finalizar o jogo?
MINI_GAME_NOTICE_1	Clique em Jogar Yut para decidir o turno.
MINI_GAME_NOTICE_2	A alma invocada irá continuar jogando Yut.
MINI_GAME_NOTICE_3	A alma invocada joga para decidir o turno.
MINI_GAME_NOTICE_4	A alma possui menos Yut Sem, ela se moverá primeiro. 
MINI_GAME_NOTICE_5	Você possui menos Yut Sem e se moverá primeiro. 
MINI_GAME_NOTICE_6	%s! você pode se mover %d espaços. 
MINI_GAME_NOTICE_7	%s! você deve voltar 1 espaço.
MINI_GAME_NOTICE_8	%s!
MINI_GAME_NOTICE_9	O turno da alma invocada está em andamento, aguarde. 
MINI_GAME_NOTICE_10	O Seu Yut Mal capturou o Yut Mal da alma invocada.
MINI_GAME_NOTICE_11	O Yut Mal da alma invocada capturou o seu Yut Mal.
MINI_GAME_NOTICE_12	Você pode jogar Yut mais uma vez.
MINI_GAME_NOTICE_13	O jogo terminou, reivindique sua recompensa!
MINI_GAME_YUTNORI_RETHROW_POPUP	Mais uma jogada quando é Yut ou Mo!!
MINI_GAME_YUTNORI_RETHROW_BUTTON	Mais uma vez!
MINI_GAME_YUTNORI_COM_WIN	A alma invocada venceu e você foi amaldiçoado!
MINI_GAME_YUTNORI_PC_WIN	Chegou primeiro, você venceu!
MINI_GAME_YUTNORI_PC_WIN_SCORE	Pontos: %d
MINI_GAME_YUTNORI_SCORE_FONT	Verdana:24b
SPECIAL_GACHA_TITLE	Fidelidade Especial
SPECIAL_GACHA_MAIN	Recompensa
SPECIAL_GACHA_SUB	Recompensa Bônus
SPECIAL_GACHA_TIME1	Tempo Bônus
SPECIAL_GACHA_TIME2	Tempo Recompensa
SPECIAL_GACHA_ACCEPT	Receber
SPECIAL_GACHA_AVAILABLE	Disponível
SPECIAL_GACHA_UNAVAILABLE	Indisponível
SPECIAL_GACHA_PAYABLE	Disponível
SPECIAL_GACHA_UNPAID	Indisponível
GEM_SYSTEM_PICK_GEM	<Gaya> Você recebeu %s gaya(s).
GEM_SYSTEM_ADD_SLOT	%s %d quantidade de itens para expandir o espaço?
GEM_SYSTEM_OPEN_GEMSHOP	<Gaya> Loja de Gaya deve ser aberta primeiro.
GEM_SYSTEM_NO_MORE_ADDSLOT	<Gaya> Você não tem espaços para expandir.
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	<Gaya> Você não tem Gayas suficientes.
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	<Gaya> Você não tem Reset de Gaya suficiente.
GEM_SYSTEM_REFRESH_SHOP_ITEMS	Você quer redefinir a lista da loja?
GEM_SYSTEM_BUY_ITEM	Você quer comprar esse item?
GEM_SYSTEM_NAME	Gaya
PARTY_MATCH_FAIL_NO_ITEM	Você não tem %s suficientes.
PARTY_MATCH_FAIL_LEVEL	Seu nível é muito baixo.
PARTY_MATCH_FAIL_NOT_LEADER	Apenas o líde do grupo pode registrar.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Selecione a Dungeon primeiro.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Você não pode registrar uma formação para essa Dungeon.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	O membro %s não possui as condições necessárias.
PARTY_MATCH_FAIL_FULL_MEMBER	Seu grupo já está cheio.
PARTY_MATCH_START	Você se inscreveu para a formação de grupo em [%s]!
PARTY_MATCH_CANCEL	Formação de Grupo para [%s] foi cancelada!
PARTY_MATCH_SEARCHING	Procurando
MOVE_CHANNEL_99	CH-0
MOVE_CHANNEL_NOTICE	Você está conectado ao canal %d.
MOVE_CHANNEL_TITLE	Seleção de Canal
MOVE_CHANNEL_SELECT	Confirmar
MOVE_CHANNEL_CANCEL	Cancelar
MOVE_CHANNEL_NOT_MOVE	A Troca de Canal é limitada nessa área.
GUILD_DRAGONLAIR_PARTY_ALL	Meley's Lair Party (Total)
GUILD_DRAGONLAIR_PARTY_NOW	Meley's Lair Party (now)
GUILD_DRAGONLAIR_PARTY_PAST	Meley's Lair Party (Past)
GUILD_DRAGONLAIR_PARTY_TIME	Clear Time
GUILD_DRAGONLAIR_PARTY_MEMBER	Member
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Ranking Reward
GUILD_DRAGONLAIR_PARTY_LINE_ONE	1st : Gem x 400
GUILD_DRAGONLAIR_PARTY_LINE_TWO	2nd~3rd : Gem x 300
GUILD_DRAGONLAIR_PARTY_LINE_THREE	4~10th : Gem x 200
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	11th : Gem x 100
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Party Ranking Help
GUILD_DRAGONLAIR_RANKING_SUCCESS	SUCCESS
GUILD_DRAGONLAIR_RANKING_NONE	NONE
GUILD_DRAGONLAIR_RANKING_FAIL	FAIL
CHARACTER_NAME	Nome
LEADER_NAME	Líder
CLEAR_FLOOR	Andar
CLEAR_TIME	Tempo
UPDATE_TIME	Atualização
RANKING	Rank
RANKING_BOARD_MEMBER	Membros
MAP_CZ_DUNGEON	Templo do Zodíaco
PARTY_RK_CATEGORY_CZ_MOUSE	Ranking da masmorra do Guardião Zi
PARTY_RK_CATEGORY_CZ_COW	Ranking da masmorra do Guardião Chou
PARTY_RK_CATEGORY_CZ_TIGER	Ranking da masmorra do Guardião Yin
PARTY_RK_CATEGORY_CZ_RABBIT	Ranking da masmorra da Guardiã Mao
PARTY_RK_CATEGORY_CZ_DRAGON	Ranking da masmorra do Guardião Chen
PARTY_RK_CATEGORY_CZ_SNAKE	Ranking da masmorra da Guardiã Si
PARTY_RK_CATEGORY_CZ_HORSE	Ranking da masmorra do Guardião Wu
PARTY_RK_CATEGORY_CZ_SHEEP	Ranking da masmorra do Guardião Wei
PARTY_RK_CATEGORY_CZ_MONKEY	Ranking da masmorra do Guardião Shen
PARTY_RK_CATEGORY_CZ_CHICKEN	Ranking da masmorra do Guardião Yu
PARTY_RK_CATEGORY_CZ_DOG	Ranking da masmorra do Guardião Xu
PARTY_RK_CATEGORY_CZ_PIG	Ranking da masmorra do Guardião Hai
TARGET_BUTTON_REVIVE	Ressurreição
REVIVE_SELF_QUESTION	Quer ressuscitar usando %d Pedras de Ressurreição?
REVIVE_QUESTION	Quer ressuscitar %s?(Itens necessários: %d)
BEAD	Mármore da Vida
BEAD_TIME_REMAINING_TO_GET	Mármore da Vida(+1 de Carga em: %d min)
CHARGE_BEAD_QUESTION	%d Mármore da Vida será carregado. Quer carregar?
UNLIMIT_ENTER_CZ_QUESTION	Permitido o uso do Templo do Zodíaco por %dmin. Quer usar?
CZ_REWARD_TOOLTIP_YELLOW_BOX	Cofre Amarelo
CZ_REWARD_TOOLTIP_GREEN_BOX	Cofre Verde
CZ_REWARD_TOOLTIP_ALL_BOX	Cofre Dourado
CZ_REWARD_TOOLTIP_WEEKLY	Dia
CZ_REWARD_TOOLTIP_WEEKLY_MON	Segunda
CZ_REWARD_TOOLTIP_WEEKLY_TUE	Terça
CZ_REWARD_TOOLTIP_WEEKLY_WED	Quarta
CZ_REWARD_TOOLTIP_WEEKLY_THU	Quinta
CZ_REWARD_TOOLTIP_WEEKLY_FRI	Sexta
CZ_REWARD_TOOLTIP_WEEKLY_SAT	Sábado
CZ_REWARD_TOOLTIP_WEEKLY_SAT_SUN	Sábado, Domingo
CZ_REWARD_TOOLTIP_12ZI	Talismã Zodiacal
CZ_REWARD_TOOLTIP_10GAN	10 Caules Celestiais
CZ_REWARD_TOOLTIP_12ZI_COUNT	Número dos meus Talismãs Zodiacais
CZ_REWARD_TOOLTIP_10GAN_COUNT	Número dos meus 10 Caules Celestiais
CZ_REWARD_TOOLTIP_12ZI_NEED_COUNT	Número de Talismãs Zodiacais requeridos
CZ_REWARD_TOOLTIP_10GAN_NEED_COUNT	Número requerido de 10 Caules Celestiais
CZ_REWARD_TOOLTIP_COMPLETABLE	Completável
CZ_REWARD_QUESTION_COMPLETE	Quer completar?
CZ_REWARD_TOOLTIP_CAN_GET_YELLOW_BOX	Pode adquirir Cofre Amarelo
CZ_REWARD_TOOLTIP_CAN_GET_GREEN_BOX	Pode adquirir Cofre Verde
CZ_REWARD_TOOLTIP_YELLOW_BOX_COMP_CNT	Completou Cofre Amarelo %d vezes
CZ_REWARD_TOOLTIP_GREEN_BOX_COMP_CNT	Completou Cofre Verde %d vezes
CZ_REWARD_TOOLTIP_CAN_GET_ALL_BOX	Pode adquirir Cofre Dourado
SHOP_LIMITED_PURCHASE_OVER	Todos itens restantes serão vendidos.
SHOP_LIMITED_DATA_LOADING	Carregando conteúdo. Por favor, tente depois.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Itens restantes %d
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Choque Elétrico
TOOLTIP_AFFECT_MOUNT_FALL	Desmontar	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Atraso de Skill	SNA
TOOLTIP_AFFECT_RHP_REGEN	Bloqueio de Cura	SNA
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Redução de Dano	SNA
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Redução de Defesa	SNA
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Redução de Crítico	SNA
TOOLTIP_AFFECT_CONFUSION	Confusão
TOOLTIP_APPLY_ATTBONUS_SWORD	Bônus contra Espadas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Bônus contra Espadas 2 Mãos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Bônus contra Adagas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Bônus contra Sinos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Bônus contra Leques +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Bônus contra Arcos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Bônus contra Garras +%d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Resistência a Desmontar +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT	Bônus contra Relâmpago +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE	Bônus contra Fogo +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE	Bônus contra Gelo +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND	Bônus contra Vento +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH	Bônus contra Terra +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK	Bônus contra Trevas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Bônus contra Zodiacais +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Bônus contra Insetos  +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Bônus contra Desérticos +%d%%	SA
CATEGORY_JEWELRY_ARMOR_PENDANT	Pingente
DETAILS_ATTBONUS_SWORD	Bônus contra Espadas
DETAILS_ATTBONUS_TWOHAND	Bônus contra Espadas 2 Mãos
DETAILS_ATTBONUS_DAGGER	Bônus contra Adagas
DETAILS_ATTBONUS_BELL	Bônus contra Sinos
DETAILS_ATTBONUS_FAN	Bônus contra Leques
DETAILS_ATTBONUS_BOW	Bônus contra Arcos
DETAILS_ATTBONUS_CLAW	Bônus contra Garras
DETAILS_RESIST_MOUNT_FALL	Resistência a Desmontar
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Ticket Templo do Zodíaco	SNA
DETAILS_TOOLTIP_ATTBONUS_SWORD	Aumenta o dano causado a usuários de Espadas
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Aumenta o dano causado a usuários de Espadas 2 Mãos
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Aumenta o dano causado a usuários de Adagas
DETAILS_TOOLTIP_ATTBONUS_BELL	Aumenta o dano causado a usuários de Sinos
DETAILS_TOOLTIP_ATTBONUS_FAN	Aumenta o dano causado a usuários de Leques
DETAILS_TOOLTIP_ATTBONUS_BOW	Aumenta o dano causado a usuários de Arcos
DETAILS_TOOLTIP_ATTBONUS_CLAW	Aumenta o dano causado a usuários de Garras
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Aumenta a resistência a ser Desmontado de sua montaria
MINI_GAME_CATCHKING_START_QUESTION	Quando começar o jogo, %d gold and %s %d serão consumidos. \nQuer continuar?
MINI_GAME_CATCHKING_TOOLTIP_CARD1	Pode ganhar uma carta [1] alocada
MINI_GAME_CATCHKING_TOOLTIP_CARD2	Pode ganhar uma carta [1], [2] alocada
